Course,Prerequisite
psyd55h3,8.0 credits including  VPAB13H3  VPAB16H3 and  ACMB01H3
psyd59h3, PMDB22H3 and  PMDB25H3 and  PMDB41H3 and  PMDB33H3
psyd66h3, VPHA46H3 or  ACMA01H3
psyd98y3, ANTA02H3 or  MDSA01H3
rlga01h3, MATA22H3 or MAT240H
rlga02h3,Any 4.5 credits and [an addtional 1.5 credits in PHL courses of which 0.5 credit must be from the Value Theory area of focus see Table 1.0 for reference]
rlgb02h3,[ MGTA01H3/( MGTA03H3) and  MGTA02H3/( MGTA04H3)] or  MGTA05H3 or  POLB50Y3
rlgb10h3, MGEB02H3/( ECMB02H3) and  MGEC02H3/( ECMC02H3) and  MGEB06H3/( ECMB06H3) and  MGEC06H3/( ECMC06H3) and  MGEB11H3/( ECMB11H3) and  MGEB12H3/( ECMB12H3) and  MGEC11H3/( ECMC11H3). This course should be taken among the last 5 credits of a twenty-credit degree.
rlgc05h3,Any 8.0 credits
rlgc06h3,[ PSYB07H3 or  STAB23H3 or  STAB22H3] and [an additional 0.5 credit at the B-level in Psychology]
rlgc07h3, PMDC40H3 and  PMDC42Y3 and  PMDC43H3
rlgc09h3,2 C-level courses in English
rlgc10h3,None
rlgc13h3,Any 4.0 credits
rlgc14h3, CSCC01H3 and [CGPA 3.0 or enrolment in a CSC Subject POSt]
rlgc40h3, NMEA01H3  NMEA02H3  NMEA03H3  NMEA04H3
rlgc41h3,2.0 credits in CLA or HIS courses including 2 of the following [ CLAA04H3/ HISA07H3  CLAB05H3/ HISB10H3  CLAB06H3/ HISB11H3]
rlgd01h3,Any 2.0 credits
rlgd02h3,[ MATA36H3 or  MATA37H3] and [ MATA22H3 or  MATA23H3]
soca03y3,At least 14.5 credits
socb05h3, LINB09H3 and  LINB29H3
socb22h3,[ MGEA02H3/( ECMA04H3) and  MGEA06H3/( ECMA06H3)] or [ MGEA01H3/( ECMA01H3) and  MGEA05H3/( ECMA05H3)]
socb26h3, POLB30H3
socb30h3,Any 6.0 credits
socb35h3, BIOB38H3 an [one of  BIOC15H3  BIOC31H3  BIOC37H3 or  BIOC40H3]
socb37h3,One full credit in Classics or English
socb42h3,None
socb43h3, ENGB63H3
socb44h3,Any 8.0 credits
socb47h3, MGTA01H3/( MGTA03H3)
socb49h3, NROC61H3 and  NROC64H3
socb50h3,10.0 credits including  SOCB05H3 and [1.0 credit from the following:   SOCB30H3  SOCB42H3  SOCB43H3  SOCB47H3  SOCB44H3  SOCB58H3] or [10.0 credits including  SOCB58H3 and enrolment in the Minor in Culture Creativity and Cities]
socb53h3, IMCB03H3 or  CHMA11H3 and permission of instructor Note:   CHMC11H3 or  CHMB16H3 may be taken after  STEB07H3 but  STEB07H3 cannot be taken after  CHMC11H3 or  CHMB16H3
socb54h3, BIOB50H3  BIOB51H3 and one of the following:  BIOC50H3;  BIOC54H3 or  BIOC61H3
socb58h3,Enrolment in the Major Program in Environmental Studies or Minor Program in Natural Sciences and Environmental Management
socb59h3,[ MGHB02H3 or ( MGTB23H3) or ( MGTB27Y3)] or  POLB50Y3
socb60h3, [ PSYB01H3 or  PSYB04H3] and [ PSYB07H3 or  STAB22H3 or  STAB23H3] and  PSYB30H3 and  PSYB32H3 and [0.5 credit at the C-level in PSY courses]
socb70h3,A minimum overall average of B+ in VPM courses and at least 1.0 full credit in music at the C-level. Students in the Composition option must also have completed  VPMC90H3. Students in the Performance/research option must complete at least one course in performance at the C-level.
socc03h3,[ FREB01H3 and  FREB02H3] and [ FREB50H3 or equivalent]
socc04h3, PSYB51H3 and [ PSYB55H3 or  PSYB57H3] and [ PSYB07H3 or  STAB22H3 or  STAB23H3]
socc09h3, RLGA01H3 or ( HUMB04H3)
socc11h3, HLTA03H3 and  HLTB50H3 and [an additional 1.5 credits at the C-level in HLT courses]; and a minimum of CGPA of 2.5.
socc15h3,None
socc23h3, MATB24H3 and  MATB41H3
socc24h3, MATA30H3 and [ MATA36H3 or  MATA37H3] and  PHYA21H3
socc25h3, CHMA10H3 and  CHMA11H3
socc26h3, HLTB41H3
socc27h3,[ MGEB11H3/( ECMB11H3) or [ STAB52H3 and  STAB57H3]] and [ MATA29H3 or  MATA30H3 or  MATA31H3 or  MATA32H3] and [ MATA33H3 or  MATA35H3 or  MATA36H3 or  MATA37H3]
socc29h3, MGEB11H3/( ECMB11H3) and  MGAB01H3/( MGTB05H3) and [ MGTA35H3 or  MGTA36H3]
socc30h3,[ MGHB02H3 or ( MGTB29H3) or ( MGTB27Y3)] and [ MGEB02H3/( ECMB02H3) or  MGEB06H3/( ECMB06H3)]
socc31h3, BIOA01H3 and  BIOA02H3 and  PSYA01H3 and  PSYA02H3
socc34h3, PHYA21H3 and  MATB41H3
socc37h3, VPDB01H3 and  VPDB02H3 and  ACMB01H3
socc38h3,Completion of at least 2.0  credits at the C-level in HLT courses from the requirements of the Major/Major Co-operative programs in Health Studies; and a minimum CGPA of 2.5.
socc40h3, ANTB19H3 and  ANTB20H3
socc44h3, MATB24H3
socc45h3,Any 6.0 credits 
socc46h3,[[( SOCA01H3) and ( SOCA02H3)] or  SOCA03Y3] and enrolment in a Sociology program
socc47h3,[ SOCB05H3 and [1.0 credit from the following:  SOCB30H3  SOCB42H3  SOCB43H3  SOCB47H3  IDSB01H3]] or [ SOCB60H3 and an additional 8.0 credits and enrolment in the Minor in Critical Migration Studies]
socc49h3,None
socc51h3,None
socc52h3, MGMA01H3/( MGTB04H3) or  MGIA01H3/( MGTB07H3)
socc54h3, ENGB60H3
socc55h3, CHMA10H3 and  CHMA11H3 and  MATA30H3 and [ MATA35H3 or  MATA36H3]
socc58h3,Any 4.5 credits and [an additional 1.5 credits in PHL courses of which 0.5 credit must be from the History of Philosophy area of focus – see Table 1.0 for reference] 
socc59h3,[ WSTA01H3 and [ WSTA03H3 or ( WSTA02H3)]] or 1.0 full credit in Sociology
socc61h3,13.0 credits including [ GGRB13H3 or  IDSB04H3 or  WSTB05H3]
socd01h3, HLTA02H3 and  HLTA03H3
socd05h3,( BIOB30H3) or  BIOB34H3 or  NROB60H3 or BIO271H
socd10h3, PSYB32H3
socd11h3,[ HLTB16H3 and [ HLTB41H3 or ( HLTC05H3)] and [an addtional 2.0 credit at the C-level in HLT courses] and [a minimum CGPA of 2.5]]; or [ SOCB60H3 and an additional 15.0 credits]
socd15h3,[ VPHA46H3 and  VPSB59H3 and  VPSB86H3] and [an additional 1.0 credit at the B- or C-level in VPS courses]; students enrolled in the Specialist and Major programs in Studio must also complete  ACMB01H3
socd20h3,HLTB41H3 or [[SOCB05H3 or SOCB35H3] and [0.5 credit from SOCB30H3 SOCB42H3 SOCB43H3 SOCB47H3]]
socd21h3,None
socd25h3,1.0 credit from the following:  [ CLAA04H3/ HISA07H3  CLAB05H3/ HISB10H3  CLAB06H3/ HISB11H3  ANTA02H3  ANTB19H3  ANTB20H3  HISB02H3  AFSB50H3/ HISB50H3  AFSB51H3/ HISB51H3  HISB53H3  HISB57H3  HISB58H3  HISB60H3  HISB61H3  HISB62H3  HISB93H3  HISB94H3]
socd40h3,At least 16.0 full credits including  VPAC13H3.
socd41h3,BIOC54H3 or NROC34H3
socd42h3,[ PSYB01H3 or  PSYB04H3] and [ PSYB07H3 or  STAB22H3 or  STAB23H3] and  PSYB32H3 and [ PSYB55H3 or ( PSYB65H3)]
socd44h3, CHMB23H3 and  CHMB21H3 and  MATB41H3 and  PHYA21H3
socd50h3, ACMB01H3 and [[2.0 credits at the B-level in MDS courses] or [2.0 credits at the B-level in JOU courses] or [4.5 credits from the Major (Joint) program in New Media Studies Group I and Group II courses]]
socd51h3,None
socd52h3,One B-level full credit in Political Science
socd55h3, BIOA01H3 and  BIOA02H3 and  CHMA10H3 and  CHMA11H3
soed01h3,None
staa57h3,[ FREA01H3 and  FREA02H3] or equivalent.
stab22h3, FREB50H3 or equivalent.
stab23h3,Permission of the instructor. Normally only for individuals who have completed fifteen full credits including at least two C-level Chemistry courses and who are pursuing one of the Chemistry Programs.
stab27h3, VPMA70H3
stab41h3, BIOB50H3 and  BIOB51H3
stab52h3, PHYB54H3  MATB44H3
stab57h3,At least 1 full credit in Environmental Science at the C-level.
stac32h3,[ PSYB07H3 or  STAB22H3 or  STAB23H3] and [ PSYB55H3 or ( PSYB65H3)]
stac50h3, HLTB22H3 or  HLTB41H3
stac51h3,( MDSA21H3) or  JOUA01H3
stac58h3, ANTA02H3 or [any 4.0 credits in ANT HLT IDS CIT GGR POL SOC or HCS courses]
stac62h3,At least 1.5 credits at the B-level in ONE of the following: City Studies or Human Geography or Political Science or Sociology
stac63h3,Any 8.0 credits
stac67h3,[ PSYB07H3 or  STAB22H3 or  STAB23H3] and [at least 0.5 credit from the following:  PSYB64H3  PSYB55H3 ( PSYB65H3)  NROB60H3] and [an additional 0.5 credit at the B-level or C-level in PSY or NRO courses]
stac70h3,A minimum of 2.5 credits at the B-level or higher in CSC courses
stad29h3,Any 4.0 credits including 0.5 credit at the A- or B-level in HIS courses
stad37h3, PSYA01H3 and  PSYA02H3
stad57h3, BIOB50H3
stad68h3,None
stad70h3,1.0 credit at the A-level and 1.0 credit at the B-level in WST courses or other Humanities and Social Sciences courses
stad92h3, VPDA10H3 and [ VPDA11H3 or  VPDA15H3]
stad93h3,Grade 12 Calculus and Vectors
stad94h3, MGSC30H3/( MGTC31H3)
stad95h3,[ PSYB01H3 or  PSYB04H3] and [ PSYB07H3 or  STAB22H3 or  STAB23H3] and   PSYC36H3
steb07h3,[ BIOB11H3 or ( BIOB10Y3)] and  CHMB41H3
steb21h3, ACMB01H3 and [[2.0 credits at the B level in MDS courses] or [2.0 credits at the B level in JOU courses] or [4.5 credits from the Major (Joint) program in New Media Studies Group I and Group II courses]]
steb40h3,7.5 credits in HIS courses including [( HISB90H3) or ( HISB91H3) or ( HISB92H3) or  HISB93H3]
steb42h3, NROB60H3
steb43h3, PHYA21H3  MATB41H3  MATB44H3
steb44h3,None
stec11h3, BIOA01H3 and  BIOA02H3
stec15h3,Any 8.0 credits including: [0.5 credit at the A- or B-level in GAS or HIS courses] and [0.5 credit at the C-level in GAS or HIS courses]
stec53h3, VPA62H3 and  VPSA63H3
stec60h3,Any 8.0 credits
stec61h3, PHLB50H3 or  CSCB36H3 or  MATB24H3 or  MATB43H3
vpaa06h3, POLB50Y3 or equivalent
vpaa10h3,None
vpaa12h3,At least 1.0 credit at the B-level in ONE of the following: City Studies or Human Geography or Management or Political Science or Sociology
vpab05h3, POLB72H3 or [( POLB70H3) and ( POLB71H3)] or  PHLB13H3 or  WSTA03H3
vpab13h3,None
vpab15h3,One of  CHMC41H3  CHMC42H3 or  CHMC31Y3
vpab16h3,[ PSYB07H3 or  STAB22H3 or  STAB23H3] and  PSYB03H3
vpab17h3,Any 4.0 credits including 0.5 credit at the A- or B-level in AFS CLA FST GAS HIS or WST courses
vpac13h3, CSCA48H3 and [( CSCA65H3) or  CSCA67H3] and [CGPA  of at least 3.0 or enrolment in a CSC Subject POSt or enrolment in a non-CSC Subject POSt for which this specific course is a program requirement]
vpac15h3,( VPAB06H3) or  ACMB10H3
vpac16h3,None
vpac17h3,Physics 12U - SPH4U (Grade 12 Physics) and Calculus and Vectors (MCV4U) and Advanced Functions (MHF4U)
vpac18h3, POLB90H3 and [ POLB91H3 or  POLB92H3]
vpac21h3, VPMB82H3 and  VPMB84H3 and [1.0 credit at the C-level in VPM courses]
vpac22h3, ANTB19H3 and  ANTB20H3
vpad07h3, LINA01H3
vpad12h3, HISC04H3 or [( HISC14H3) or  HISB14H3]
vpad14h3,Any 8.0 credits including: [0.5 credit at the A- or B-level in HIS courses] and [0.5 credit at the C-level in HIS courses]
vpda10h3,2 C-level courses in English
vpda11h3,None
vpda15h3, MGFC10H3/( MGTC09H3)
vpdb01h3, ACMB01H3 and [[2.0 credits at the B-level in MDS courses] or [2.0 credits at the B-level in JOU courses] or [4.5 credits from the Major (Joint) program in New Media Studies Group I and Group II courses]]
vpdb02h3,[Grade 12 Biology or  BIOA11H3] and [Grade 12 Advanced Functions or Grade 12 Calculus and Vectors or the Online Mathematics Preparedness Course]
vpdb03h3,Any 6.0 credits
vpdb04h3, IDSA01H3 and 9.0 full credits in total including at least 6.0 credits satisfying Requirements 1 through 4 of the Specialist Co-op program
vpdb10h3, ACMB01H3 and [[2.0 credits at the B-level in MDS courses] or [2.0 credits at the B-level in JOU courses] or [4.5 credits from the Major (Joint) program in New Media Studies Group I and Group II courses]]
vpdb11h3, LINA01H3 or [ FREB44H3 and  FREB45H3]
vpdb13h3,[ PSYA01H3 and  PSYA02H3] and [ PSYB07H3 or  STAB22H3 or  STAB23H3] and [an addtional 0.5 credit from the PSYB50-series courses]
vpdb15h3,[ PSYB01H3 or  PSYB04H3] and [ PSYB07H3 or  STAB22H3 or  STAB23H3] and  PSYB57H3 and [0.5 credit at the C-level in PSY courses]
vpdc01h3,None
vpdc02h3,[ VPHA46H3 and  VPSB74H3]; and [an additional 1.0 credit at the B- or C-level in VPS courses]; students enrolled in the Specialist and Major programs in Studio must also complete  ACMB01H3
vpdc03h3,[[( SOCA01H3) and ( SOCA02H3)] or  SOCA03Y3] or [any 4.0 credits and enrolment in the Minor in Culture Creativity and Cities or the Major/Major Co-op in City Studies]
vpdc08h3, CSCB58H3 and  CSCB63H3 and  STAB52H3 and [CGPA 3.0 or enrolment in a CSC Subject POSt]
vpdc13h3, ACMB02H3 and [an additional 4.5 credits in MDS or JOU courses 1.0 credit of which must be at the C-level]
vpdc20h3,1.0 credit in HIS courses
vpdd01h3,Any 6.0 credits
vpdd20h3,[ POLB90H3 and  POLB91H3] and [an additional 2.0 credits at the C-level in any courses]
vpdd21h3,Any 8.0 credits
vpdd22h3,8.0 credits in courses offered by the Department of Arts Culture and Media; CGPA of at least 3.0; permission of the Arts Culture and Media Internship Coordinator
vpdd23h3, PLIC24H3 or ( PLID55H3)
vpdd24h3, HLTB40H3
vpdd25h3, BIOB11H3 or ( BIOB10Y3)
vpdd26h3, ANTB19H3 and  ANTB20H3
vpdd27h3,[ PSYB07H3 or  STAB22H3] and  NROB60H3
vpdd28h3, ANTC47H3 and  ANTC48H3
vpdd50h3, MGMA01H3/( MGTB04H3) or  MGIA01H3/( MGTB07H3)
vpha46h3, SOCA03Y3 or [( SOCA01H3) and ( SOCA02H3)]
vphb39h3, EESA06H3
vphb50h3,3.0 full credits in Psychology and permission of the proposed supervisor.  Note:  Normally students need a cumulative GPA of at least 2.7 for permission to be granted.)
vphb53h3,[3.0 credits in MDS courses including 1.0 credit at the C-level]
vphb58h3, CHMB41H3 and  CHMB42H3
vphb59h3,8.0 credits including  AFSB50H3/ HISB50H3 or  AFSB51H3/ HISB51H3 or  HISC55H3
vphb63h3, MGEB05H3/( ECMB05H3) or  MGEB06H3/( ECMB06H3)
vphb64h3, POLB50Y3 or equivalent
vphb68h3,2 C-level courses in English
vphb73h3,Any 6.0 credits 
vphb74h3, CSCB07H3  CSCB09H3 and [CGPA of at least 3.0 or enrolment in a CSC Subject POSt or enrolment in a non-CSC Subject POSt for which this specific course is a program requirement]
vphb77h3, ACMB01H3 and [[ MDSA01H3 and  MDSB05H3] or [ JOUA01H3 and  JOUA02H3] or [4.5 credits from the Major (Joint) program in New Media Studies Group I and Group II courses]]
vphb78h3,None
vphb79h3, CRTB01H3
vphc41h3, AFSB51H3 or  HISB31H3
vphc42h3,At least 15.0 credits and completion of the requirements for the Major Program in History; written permission must be obtained from the instructor in the previous session.
vphc45h3, MGAB03H3/( MGTB03H3) and  MGIA01H3/( MGTB07H3) and  MGIB12H3/( MGTB22H3) and  MGIB02H3/( MGTB25H3) and  MGFC10H3/( MGTC09H3) and  MGIC14H3/( MGTD01H3) and  MGIC01H3/( MGTD48H3) and [ MGEC61H3/( ECMC61H3) or  MGEC62H3/( ECMC62H3)]
vphc49h3, MATC15H3 and  STAB52H3
vphc52h3,Any 8.0 credits
vphc53h3,[ NROC61H3 or  NROC64H3] and  PSYC62H3
vphc54h3, MGAB02H3/( MGTB06H3) and  MGAB03H3/( MGTB03H3)
vphc63h3,Any 6.0 credits 
vphc68h3,None
vphc72h3, MDSA01H3 and  MDSA02H3
vphc73h3, PHYA21H3  MATA36H3
vphc74h3,[ FREA01H3 and  FREA02H3]
vphc75h3, CSCB58H3 and  CSCB09H3 and [CGPA 3.0 or enrolment in a CSC Subject POSt]
vphd42y3,Any 6.0 credits 
vphd48h3, BIOA01H3 and  BIOA02H3
vpma66h3,None
vpma67h3,13.0 credits including [ GGRB13H3 or  CITB02H3 or  WSTB05H3]
vpma68h3,None
vpma69h3,None
vpma70h3,Any 8.0 credits including: [0.5 credit at the A- or B-level in GAS or HIS courses] and [0.5 credit at the C-level in GAS or HIS courses]
vpma71h3,Students must have completed at least 15.0 credits
vpma73h3, MGEA02H3/( ECMA04H3) and  MGEA06H3/( ECMA06H3)and [ MATA29H3 or  MATA30H3 or  MATA31H3 or  MATA32H3] and [ MATA33H3 or  MATA35H3 or  MATA36H3 or  MATA37H3]. Students who have completed  MGEA01H3/( ECMA01H3)and  MGEA05H3/( ECMA05H3)and [ MATA29H3 or  MATA30H3 or  MATA31H3 or  MATA32H3] and [ MATA33H3 or  MATA35H3 or  MATA36H3 or  MATA37H3] may be admitted with the permission of the Academic Director Economics.
vpma74h3,Any 4.5 credits and [an addtional 1.5 credits in PHL courses of which 0.5 credit must be from the Value Theory area of focus – see Table 1.0 for reference]
vpma93h3,Any 6.0 credits or [ VPDB10H3 and  VPDB11H3]
vpma95h3,Varies by module (Permission of course co-ordinator required)
vpmb01h3,[ PSYB01H3 or  PSYB04H3] and [ PSYB07H3 or  STAB22H3 or  STAB23H3] and [[ PSYB10H3 and 0.5 credit at the C-level in PSY courses] or [ PSYC11H3 or  PSYC12H3]] 
vpmb66h3,Completion of at least 11.0 full credits with 1.0 full credit (2 courses) from  MGSC01H3/( MGTC41H3)  MGSC03H3/( MGTC42H3) or  MGSC05H3/( MGTC45H3).
vpmb67h3,None
vpmb68h3,Any 6.0 credits
vpmb69h3, WSTA01H3 and [ WSTA03H3 or ( WSTA02H3)]
vpmb70h3,1.0 credit at the C-level in ENG courses
vpmb71h3, PPGC66H3 and [[ POLB50Y3 or equivalent] or [ POLB92H3 and ( POLB93H3)]] and [1.5 credits at the C-level in POL courses]
vpmb73h3,[ SOCB05H3 and one C-level course in SOC] or  [ GASA01H3 and  GASA02H3 and one C-level course from the options in requirement #2 of the Specialist or Major programs in Global Asia Studies]
vpmb74h3,[ MGTA01H3/( MGTA03H3) and  MGTA02H3/( MGTA04H3)] or  MGTA05H3
vpmb82h3, PSYA01H3 and  PSYA02H3
vpmb84h3,Satisfactory completion of 15.0 credits in any discipline including  PSYB07H3 and one laboratory half-course in Psychology Biology or Neuroscience and consent of a faculty member in Psychology or Biology to serve as a research supervisor.  Note:  Preference will be given to students in a specialist program in Neuroscience whose 15.0 credits include  PSYC08H3 and who have a cumulative GPA of at least 3.3.
vpmb88h3,12.0 credits including  IDSA01H3
vpmb90h3,8.0 credits including [ AFSA01H3 or  IDSA01H3] and [ AFSA03H3/ IDSA02H3] and [1.0 credit at the B-level in AFS or IDS courses]
vpmb91h3,Any 4.5 credits and [an additional 1.5 credits in PHL courses of which 0.5 credit must be from the Value Theory area of focus – see Table 1.0 for reference]
vpmc01h3, PSYA01H3 and  PSYA02H3
vpmc66h3,Any 13.0 credits
vpmc67h3, HLTC24H3 with a minimum GPA of 2.7 (B-)
vpmc68h3, VPSA62H3 and  VPSA63H3
vpmc69h3,8.0 credits including  CITB02H3 and 1.0 credit at the B-level in CIT courses
vpmc70h3, LINA01H3
vpmc71h3, EESB03H3
vpmc73h3, FREA01H3 and  FREA02H3
vpmc74h3, VPDB01H3 and  VPDB02H3 and  ACMB01H3 and permission of the Theatre and Performance Studies teaching staff
vpmc78h3, HLTA02H3 and  HLTA03H3
vpmc85h3,None
vpmc88h3,Any 4.5 credits and [an additional 1.5 credits in PHL courses of which 0.5 credit must be from the Mind Metaphysics and Epistemology area of focus – see Table 1.0 for reference]
vpmc89h3,[ BIOB10H3 or ( BIOB10Y3)] and [( BIOB30H3) or  BIOB34H3]
vpmc90h3,One full credit in Classics or English
vpmc91h3,None
vpmc93h3,[ VPSA62H3 and  VPSA63H3] and  VPSB59H3
vpmc94h3,[ ANTB14H3 and  ANTB15H3] and [at least 2.0 credits at the C-level in Evolutionary Anthropology]
vpmc95h3,3.5 credits in PHL courses including [ PHLC10H3 and 0.5 credit at the C-level]
vpmc97h3,Any 8.0 credits
vpmd01h3,None
vpmd80h3,4.0 full credits
vpmd81h3, MDSA01H3
vpmd90h3, NMEA01H3  NMEA02H3  NMEA03H3  NMEA04H3
vpmd91h3, MGEB12H3/( ECMB12H3) and  MGEC02H3/( ECMC02H3)
vpsa62h3,10 full credits
vpsa63h3, PSYB20H3
vpsb56h3,[ FREA01H3 and  FREA02H3] or equivalent.
vpsb58h3,1.0 credit at the C-level in FRE courses
vpsb59h3, MGFC10H3/( MGTC09H3)
vpsb61h3, VPHA46H3 and  VPSB70H3 and  VPSB74H3 and [an additional 1.0 credit at the B- or C-level in VPS courses]; students enrolled in the Specialist and Major programs in Studio must also complete  ACMB01H3
vpsb62h3,[ VPHA46H3 and  VPSB62H3] and [an additional 1.0 credit at the B- or C-level in VPS courses]; students enrolled in the Specialist and Major programs in Studio must also complete  ACMB01H3
vpsb67h3, CSCB07H3 and [CGPA 3.0 or enrolment in a CSC Subject POSt]
vpsb70h3,One full credit in Theatre and Performance at the C-level and permission of the Program Director.
vpsb71h3, ANTA01H3 and  ANTA02H3
vpsb73h3,2 C-level courses in English.
vpsb74h3,At least 1.5 credits at the B-level in ONE of the following: City Studies or Human Geography or Political Science or Sociology
vpsb75h3, MGHB02H3 or  MGIB02H3 or [( MGTB23H3) and ( MGTB29H3)] or ( MGTB27Y3)
vpsb76h3, NMEA01H3  NMEA02H3  NMEA03H3  NMEA04H3
vpsb77h3, MGAC01H3/( MGTC07H3) and  MGAC02H3/( MGTC08H3)
vpsb80h3, MGOC10H3
vpsb85h3, STAB57H3
vpsb86h3,Any 6.0 credits 
vpsb88h3, PSYB10H3 and [ PSYB20H3 or  PSYB30H3 or  PSYB51H3 or  PSYB55H3 or  PSYB57H3]
vpsb89h3,Enrolment in CTEP
vpsb90h3,None
vpsc04h3,1.5 credits in WST courses 1.0 credit of which must be at the B- and/or C-level
vpsc51h3, VPHB53H3
vpsc53h3, BIOB11H3
vpsc54h3,None
vpsc55h3,None
vpsc56h3, CSCA48H3 and [CGPA of at least 3.0 or enrolment in a CSC Subject POSt or enrolment in a non-CSC Subject POSt for which this specific course is a program requirement]
vpsc59h3, LINA01H3 and [[ LINB06H3 or  LINB09H3] or [ FREB44H3 and  FREB45H3]]
vpsc66h3,None
vpsc68h3,3.5 credits in PHL courses including [[ PHLC20H3 or  PHLC22H3] and 0.5 credit at the C-level]
vpsc69h3,[ PSYB07H3 or  STAB22H3 or  STAB23H3] and  PSYB30H3 and [an additional  0.5 credit at the B-level in PSY courses]
vpsc70h3, FREB01H3
vpsc71h3,Any 8.0 credits including: [0.5 credit at the A- or B-level in GAS or HIS courses] and [0.5 credit at the C-level in GAS or HIS courses]
vpsc73h3, PLIC55H3
vpsc75h3,None
vpsc76h3, HISB03H3
vpsc77h3,None
vpsc78h3, MGMA01H3/( MGTB04H3) or  MGIA01H3/( MGTB07H3)
vpsc79h3, WSTA01H3 and  WSTA03H3 and  WSTB05H3 and  WSTB11H3 and 1.0 credit taken from the courses listed in requirement 6 of the Major in Women's and Gender Studies
vpsc80h3,[ LINA01H3 and  LINA02H3] or [ FREB44H3 and  FREB45H3]
vpsd55h3, FREC02H3 or equivalent.
vpsd56h3,Any 4.0 credits including 0.5 credit at the A- or B-level in HIS courses
vpsd57h3,Any 4.0 credits including 0.5 credit at the A- or B-level in HIS courses
vpsd58h3,[ HLTA02H3 and  HLTA03H3 and any Statistics course] or [any 4.0 credits including  SOCB60H3]
vpsd63h3, MGEB05H3/( ECMB05H3) or  MGEB06H3/( ECMB06H3)
wsta01h3, ANTB19H3 and  ANTB20H3 and at least 1.0 credit at the C-level in socio-cultural anthropology
wsta03h3, MGMA01H3/( MGTB04H3) or  MGIA01H3/( MGTB07H3)
wstb05h3, MGEA02H3/( ECMA04H3) and  MGEA06H3/( ECMA06H3) and [ MATA29H3 or  MATA30H3 or  MATA31H3 or  MATA32H3] and [ MATA33H3 or  MATA35H3 or  MATA36H3 or  MATA37H3]; Students who have completed  MGEA01H3/( ECMA01H3) and  MGEA05H3/( ECMA05H3) and [ MATA29H3 or  MATA30H3 or  MATA31H3 or  MATA32H3] and [ MATA33H3 or  MATA35H3 or  MATA36H3 or  MATA37H3] may be admitted with the permission of the Academic Director Economics.
wstb06h3,Any 6.0 credits 
wstb10h3,[ PSYB01H3 or  PSYB04H3] and [ PSYB07H3 or  STAB22H3 or  STAB23H3] and [ PSYB32H3 or  PSYB45H3] and [ PSYB55H3 or ( PSYB65H3 if taken in Fall 2017 or Summer 2018) or  PSYB57H3] and [ PSYC10H3 or  PSYC19H3 or  PSYC50H3 or  PSYC57H3] 
wstb11h3,None
wstb12h3,Grade 12 Calculus and Vectors and one other Grade 12 mathematics course
wstb13h3, AFSA01H3 or  AFSB51H3 or 0.5 credit in Modern History
wstb25h3,[ SOCB05H3 and one C-level course in SOC] OR [ GASA01H3 and  GASA02H3 and one C-level course from the options in requirement #2 of the Specialist or Major programs in Global Asia Studies]
wstc02h3,[10.0 credits including [( SOCA01H3) and ( SOCA02H3) or  SOCA03Y3] and  SOCB05H3] and a cumulative GPA of at least 2.3
wstc10h3,Any 4.0 credits
wstc12h3, STAC62H3
wstc13h3, HLTB22H3
wstc14h3,[( POLB70H3) and ( POLB71H3)] or  POLB72H3
wstc16h3,None
wstc20h3,15.0 credits including: [ SOCA03Y3 or ( SOCA01H3) and ( SOCA02H3)] and [ SOCB35H3 or ( SOCB06H3)] and [[ SOCB05H3 or [( SOCB40H3) and ( SOCB41H3)]] and  SOCB42H3 and  SOCB43H3; and permission of the instructor and the Sociology Supervisor of Studies
wstc22h3,[ VPDA10H3 and  VPDA11H3] or [( VPDA01H3) and ( VPDA02H3)] and permission of the Theatre and Performance Studies Teaching Staff
wstc23h3, MGEB02H3/( ECMB02H3)
wstc24h3, CSCC11H3 and  STAC58H3 and  STAC67H3
wstc25h3,Any 4.5 credits and [[ PHLB33H3 or  PHLB35H3] and additional 1.0 credit in PHL courses]
wstc28h3,Any 6.0 credits 
wstc30h3,None
wstc31h3,3.5 credits in PHL courses including 1.0 credit at the C-level
wstc32h3,None
wstc40h3,2 C-level courses in Creative Writing
wstd01h3,Any 6.0 credits 
wstd03h3, CSCA08H3
wstd04h3,Completion of at least 6.0 credits including 2.0 credits at the C-level in HLT courses from the requirements of the Major/Major Co-op programs in Health Studies; and a minimum CGPA of 2.5.
wstd07h3, LGGB70H3
wstd10h3,[[ FREB01H3 and  FREB02H3] and [ FREB50H3 or equivalent]]
wstd11h3,None
wstd16h3, CHMA10H3 and  CHMA11H3 and  MATA30H3 and [ MATA35H3 or  MATA36H3] and  PHYA10H3
wstd30h3, BIOB50H3 and  BIOB51H3
wstd46h3, ANTB19H3 and  ANTB20H3
